"IOD"	"Nino1_2"	"Nino3_4"	"PWPR"	"EPCT"
-0.609985535139635	-0.630990812463702	-1.00797049630425	-1.23073256631727	-1.09102566329065
-0.581234369334892	0.167431644635622	0.204551469910154	-0.812105080001158	-0.125074757152596
-0.121215716459018	0.0372540701085581	0.0529862241333531	-1.10734762298199	-0.413101558821177
0.650958450868344	-0.596276792589818	-0.72168058761474	-1.13819385881581	-1.19982617265248
0.757748495285958	-0.665704832337586	0.524522544327845	-1.07650138714817	-0.150041461796123
-2.01468535017132	2.9185177196409	1.77072567627043	-0.212806783801256	2.42377356344271
0.474344146639213	-0.162351544166273	-0.974289330576075	-1.0059957052423	-0.380039655839821
-0.55248320353015	-1.15170111057196	-1.81631847378052	-0.85176452607321	-1.69424274130029
-0.905711811988411	-0.700418852211469	-0.38486893033296	-1.2395457765555	-1.13708029467502
-0.371761589900342	1.39110084519002	1.14762411029914	-0.640247480355598	1.23512680059007
-0.256756926681374	-0.683061842274528	-0.570115341837939	0.787492578238285	-1.0731110455185
-1.70252983571984	-0.0408524746076801	-1.64791264513963	-0.913456997740847	-1.0889805248504
-1.31233544265548	-0.414028188251929	0.305594967094688	-0.115861471180684	-0.0957565230978999
1.45599109340112	-0.223101078945569	0.490841378599667	-0.248059624754192	-0.337379096201489
-2.00236342196929	1.93784665820369	2.19174024787265	-0.671093716189416	1.58063689109835
-0.474444324917279	1.12206719116742	1.16446469316323	-1.36733732500989	0.967508395173367
1.71064427624313	-1.06491606088725	0.60872545864829	-0.759225818571755	-1.1689887727703
-0.638736700944377	-1.30791420000443	0.642406624376468	-0.331785122017413	-0.701821894107439
-1.24251118284396	-1.62901888383786	-0.620637090430206	-0.411104014161518	-1.44615641746571
0.490773384241923	0.826998022239411	0.4403196300074	-0.820918290239392	0.056166131243981
0.462022218437181	2.36309340165876	1.48443576758092	1.22374648503086	2.71224024859807
0.260764057803986	-0.743811377053824	-1.6984343937319	-0.195180363324789	-0.875148913080484
0.852216611501539	0.00254005023467442	-1.29426040499377	-0.375851173208582	-0.0252866732506211
0.831680064498152	0.193467159541034	-0.654318256158384	0.730206711689765	0.208641528972206
-1.17679423243312	0.748891477523173	0.204551469910154	1.17086722360146	0.350865473419052
-0.137644954061727	-0.448742208125813	-0.0648978559152698	1.12680117241029	-0.506760806928298
-0.0596060754488557	-0.457420713094284	0.288754384230599	0.862404865263273	-0.232569158273943
0.618099975662924	-0.32724313856722	0.60872545864829	0.267513174182488	0.280741607339743
0.207369035595179	-1.26452167516208	-0.368028347468871	0.0119300772737068	-0.510568272339755
0.679709616673086	-1.02152353604489	-0.368028347468871	0.267513174182488	-0.558591824001271
-0.35943966169831	0.393072773815865	-1.49634739936283	-1.08531459738641	0.0633348644360646
0.7864996610907	0.393072773815865	-0.418550096061138	0.659701029783895	0.132227544422335
1.788683154856	-0.058209484544622	0.810812453017357	1.80982496587341	1.27569061491875
0.901504324309668	-0.127637524292389	-1.12585457635288	-0.604994639402663	-0.00223222707324572
-0.844102170978249	0.81831951727094	-0.671158839022473	0.659701029783895	0.574213917768307
-0.950892215395863	-1.03020204101336	-0.250144267420249	1.23255969526909	-0.456706500894594
0.0307547313660483	0.0112185552031453	0.305594967094688	0.968163388122079	0.226240237046227
0.236120201399921	0.905104566955649	1.3497111046682	1.05629549050442	1.17225342322652
0.872753158504926	0.427786793689749	1.70336334481407	2.97316871732028	1.18159547921978
2.31852606754339	0.948497091798004	0.541363127191934	0.382084907279528	1.12183595830923
-0.0719280036508881	-0.856631941643946	-0.687999421886562	1.0254492546706	-0.292601723842652
