"IOD"	"Nino1_2"	"Nino3_4"	"PWPR"	"EPCT"
-0.252504636059547	-0.84902128290287	-0.999695180261218	-0.945848939836933	-1.7311094890871
0.64428486262393	0.156263830948071	-0.31684111425177	-0.95781924744059	0.609044293514737
-0.908460205767955	-0.233846810247816	0.496080392902334	-0.810185453662154	-0.460631415928074
-0.45848102268296	-0.436404258561066	-0.593234426684166	-0.323392944446767	-0.476314517418576
1.1101083831415	0.133757447802155	1.01635015748096	-1.24909673246291	0.525324186324149
1.47452814409061	3.21713193879273	1.03260858762404	0.0117756684556301	0.907129224479886
-0.829238518605104	-0.676472345450842	-1.30860535297978	-1.92741416333681	-2.4139336412559
-1.69433934242344	-0.916540432340619	-1.32486378312286	-1.46855237186329	-1.58740757349159
-0.582066854657008	-0.774000005749814	-0.349357974537935	-0.486987148363413	-0.168868829684978
0.647453730110444	0.771438303603125	1.65042893306116	-0.0760065873045215	0.647166496996479
-0.55988478225141	-1.20912341323754	-2.67431348499867	0.0476865912666012	0.287626344899747
-2.16966946540055	-0.774000005749814	-0.804594018544233	-1.11343324628813	-1.71973475691629
-1.50103842574608	-0.188834043955983	0.0245859187529534	-0.183739355737435	-0.999126174627959
1.13229045554709	0.193774469524599	1.00009172733788	-0.231620586152063	-0.972462171790467
-2.42634773180819	0.673910643304153	1.09764230819637	-0.271521611497587	0.0618264130948533
-0.0401905144631051	0.816451069894958	0.723698414905483	-1.02964109306253	0.318711185800976
1.67099792825448	-0.64646383458962	0.674923124476237	-1.03363119559708	-0.861988741526758
0.0548755101323165	-0.661468090020232	-0.0729646621055392	0.195320385045038	-0.098692055185622
-0.949655483092638	-1.38167235068956	-0.560717566398002	0.0397063861974966	-0.091683579713133
0.558725440488051	2.28686810209484	1.92682224549356	-0.522898071174384	1.33769510608406
0.767870694597978	1.71670639573162	-0.479425415682591	1.00930130209372	1.38516375688355
-0.160607478950639	-0.533931918860037	-1.78009982712916	-0.961809349975143	-0.450035471696261
0.229163221890589	-0.248851065678427	-1.12976262140588	-1.20121550204828	-0.49947760907706
0.704493344867697	-0.601451068297787	-0.15425681282095	0.646201971449453	-0.423320001990168
-0.300037648357257	0.321310640684793	1.32526033019952	1.01329140462827	-0.32181994120354
0.739350887219352	-0.976557454063064	-0.31684111425177	0.785855560158786	1.20415679769461
-0.914797940740984	-0.766497878034509	0.366012951757677	-0.570779301589013	-1.28224528980302
-0.255673503546061	-0.541434046575343	0.219687080469939	0.526498895412883	1.16136123858784
0.115083992376084	-0.121314894518233	0.15465335989761	0.634231663845796	0.204181939816182
0.397113198675834	-1.17161277466101	-0.414391695110263	1.14097468573394	1.20299477970098
0.983353683680934	0.448846811844987	-0.950919889831972	-1.2331363223247	-0.858462210860952
0.618933922731818	0.523868088998042	0.658664694333155	1.05319242997379	1.31537959942312
-0.141594274031555	0.0437319152184883	-0.967178319975054	1.99086652559359	1.4680206384766
0.476334885838686	0.261293618962349	-0.463166985539509	-0.151818535461016	0.829595181592257
0.305216041566927	0.801446814464347	0.187170220183774	0.247191717994219	-0.108048107605511
-1.27287996671707	-1.39667660612017	-0.528200706111838	0.546449408085645	-1.18688794324375
0.213318884458019	1.19155745566023	0.528597253188498	1.71554945070948	0.554372188358235
1.24003195008857	1.67919575715509	2.0731481167813	1.35245012006522	1.1123564829095
-1.10176112244531	0.516365961282737	0.105878069468364	2.2582033954086	0.516510932931945
1.64247812087586	-0.14382127766415	0.707439984762401	1.01728150716282	1.22707255754638
0.793221634490091	-0.503923407998815	0.219687080469939	0.518518690343778	-0.163439823009386
